Start Time,End Time,Speaker,Transcript
0.00,3.00,SPEAKER_02, I want to be recorded.
3.00,4.00,SPEAKER_01, Sure.
4.00,6.00,SPEAKER_02," Okay, now I can talk up to 30 minutes."
6.00,7.00,SPEAKER_01, Wow.
7.00,8.00,SPEAKER_02, Yeah.
8.00,11.00,SPEAKER_02, Don't come on and tell us when the 30 minutes is about over.
11.00,12.00,SPEAKER_01, This is all free.
12.00,13.00,SPEAKER_02, Yep.
13.00,16.00,SPEAKER_02, I forgot to get my 157.
16.00,17.00,SPEAKER_02, Okay.
17.00,20.00,SPEAKER_02, Plus 30 would be 27 after one.
20.00,22.00,SPEAKER_02, Don't tell us when it starts to get over.
22.00,23.00,SPEAKER_02, It's just a deal.
23.00,26.00,SPEAKER_02, They're doing some linguistic research.
26.00,28.00,SPEAKER_02, And they sent me this packet of information.
28.00,31.00,SPEAKER_02," I read it and I said, this sounds too good to be true."
31.00,34.00,SPEAKER_01, I don't think it's sad through the school.
34.00,36.00,SPEAKER_02," Well, they sent it to the ESL program director."
36.00,37.00,SPEAKER_01, Okay.
37.00,45.00,SPEAKER_02," And so I got it and I read the information and I called them, you know, the place in Pennsylvania, University of Pennsylvania and I said, you know, is this on the up and up?"
45.00,48.00,SPEAKER_02," You're not going to, because they want you to enlist your students to do this."
48.00,51.00,SPEAKER_02," And plus, they're paying me 10 bucks."
51.00,52.00,SPEAKER_01, Wow.
52.00,56.00,SPEAKER_02," Anyway, I said you're not going to build them in any way."
56.00,58.00,SPEAKER_02, You're not going to call them back later.
58.00,62.00,SPEAKER_02, You're not going to give them a harassing phone calls for surveys or questions to answer anything.
62.00,65.00,SPEAKER_02," They said, nope, nope, just like it said in the paper."
65.00,67.00,SPEAKER_02, And it's all very straightforward.
67.00,77.00,SPEAKER_02, They're trying to see if computers can learn to transcribe spoken words in a bunch of different languages.
77.00,79.00,SPEAKER_02, So they're recording it.
79.00,85.00,SPEAKER_02," And what they'll do is they'll, you know, it will analyze pauses and breaks in the conversation."
85.00,93.00,SPEAKER_02," And they'll see if the computer can, the way from whatever, however they've programmed it, if it can actually pick out words."
93.00,99.00,SPEAKER_02," So that how the transcript of the conversation, if they want to look at it to see if the computer did anything that made any sense."
99.00,102.00,SPEAKER_02, But usually they don't even look at the conversation.
102.00,106.00,SPEAKER_02," So they said, any more people to why, yeah, they're not going to put me in jail."
106.00,108.00,SPEAKER_02, What am I going to say that's going to be?
108.00,109.00,SPEAKER_02, All right.
109.00,110.00,SPEAKER_02, Incriminating or anything.
110.00,111.00,SPEAKER_01, Yeah.
111.00,112.00,SPEAKER_02, Anyway.
112.00,113.00,SPEAKER_01, How are you?
113.00,114.00,SPEAKER_01, I'm fine.
114.00,115.00,SPEAKER_01," Well, I'm tired, actually."
115.00,116.00,SPEAKER_02, I know you would be.
116.00,118.00,SPEAKER_01," I mean, it's going to long haul."
118.00,119.00,SPEAKER_02, It is.
119.00,120.00,SPEAKER_02, I know.
120.00,121.00,SPEAKER_01, And we've had some hard days.
121.00,124.00,SPEAKER_01, I've decided I don't ever really want to do a six week trip again.
124.00,126.00,SPEAKER_02, That's what everybody said at the party.
126.00,129.00,SPEAKER_02," Man, it just, you know, that's all."
129.00,130.00,SPEAKER_01, Everybody agrees.
130.00,133.00,SPEAKER_02, Two weeks is about the max that you have fun.
133.00,135.00,SPEAKER_02," You can handle three weeks, but that's it."
135.00,138.00,SPEAKER_01," Well, I thought I could even handle three."
138.00,140.00,SPEAKER_01, And four was tolerable.
140.00,142.00,SPEAKER_01, But five was just horrible.
142.00,146.00,SPEAKER_02," That's where you were held captive on the golf course, right?"
146.00,149.00,SPEAKER_01," Oh, it's a, yeah, an ito."
149.00,151.00,SPEAKER_02," Ito, you didn't have any fun in ito."
151.00,153.00,SPEAKER_01, But it's no fun in ito.
153.00,154.00,SPEAKER_01, How Coney was.
154.00,157.00,SPEAKER_02," Yeah, you got how Coney here with the mineral baths and everything."
157.00,158.00,SPEAKER_01, Yeah.
158.00,160.00,SPEAKER_01, And then to water was really nice.
160.00,161.00,SPEAKER_02, To water.
161.00,163.00,SPEAKER_01, It's not on the itinerary.
163.00,164.00,SPEAKER_01, I wrote you about it.
164.00,166.00,SPEAKER_01," So you get a, you get a card."
166.00,172.00,SPEAKER_01," Instead of going to a, I've time to look at the art dinner for a week, about 30 minutes."
172.00,173.00,SPEAKER_02, I've got it right here in front of me.
173.00,174.00,SPEAKER_02, Instead of going to wear.
174.00,175.00,SPEAKER_02," Well, that's what I mean."
175.00,177.00,SPEAKER_01, I have to look it up myself.
177.00,178.00,SPEAKER_02, Is that a gaea?
178.00,179.00,SPEAKER_02, Can I meet Sue?
179.00,180.00,SPEAKER_01," Oh, can I meet Sue?"
180.00,182.00,SPEAKER_02," Oh, can I meet you?"
