Start Time,End Time,Speaker,Transcript
0.00,8.00,SPEAKER_00," Oh, okay. Okay. This is really screwy. Very interesting. So how are you? Okay. How are you? I'm flying."
8.00,14.00,SPEAKER_00," How's everything in the Philippines? Oh, pretty good. Just kind of busy working."
14.00,18.00,SPEAKER_00, How much? But that's it. How about you?
18.00,22.00,SPEAKER_00, Same thing. Yeah. I'm working. I can't go.
22.00,28.00,SPEAKER_00," Is it the same job that you had when I left? Well, I'm almost out of my job."
28.00,40.00,SPEAKER_00," Was that late? They gave me a promotion to supervisor? Wow. Yeah, but I haven't, I can't, I can't change out of it until the until the 10th of August."
40.00,47.00,SPEAKER_00," Oh, so, but I've been working like on Sundays. Uh-huh. As a supervisor."
47.00,52.00,SPEAKER_00," Like I've sort of been the supervisor, but I still have my other jobs in the during the week."
52.00,62.00,SPEAKER_00," Do you like being supervisor? Yeah, I do. Oh, good. So, well, that's good. And then I can work like evening, strange school."
62.00,73.00,SPEAKER_00," Uh-huh. I have to work in the day. Oh, very good. And how's Lee Roy? He's okay. He moved into Felipe's apartment. Uh-huh."
73.00,80.00,SPEAKER_00," And, um, it was about what a week ago. Uh-huh. And, I haven't seen much of him since."
80.00,118.00,SPEAKER_00," See, I heard that they split up again. They had for like a month and a half. Oh, oh. And then, um, Lee Roy was seeing some other guy named Dan. Oh, my. And what it wasn't really serious. And then, um, for the fourth, like for the fourth of July. Yeah. Before we went until I say, I guess I guess, um, Felipe came over. And Lee Roy was like, no, I'm never going to talk to him again. You know, you know, you know how that is. He said that a few times. Oh, yeah. But this time it was for sure, because it was over a month. Oh. And he was over him already. But then I don't know."
118.00,122.00,SPEAKER_00," I guess they were calling me to the, because we went to Las Vegas for the fourth of July. Uh-huh."
122.00,141.00,SPEAKER_00," And I guess Felipe called to over there to talk to Lee Roy. Oh. And then when we came back from the fourth of July, Felipe was like waiting at our house for Lee Roy. Mm-hmm. And, um, and for since then, they've been like going out again. Oh. And then, um, he just moved in with him."
141.00,146.00,SPEAKER_00," I guess Felipe was bothering him about, about moving in. Yeah."
146.00,160.00,SPEAKER_00," Well, if you haven't seen him, then it's probably going well. Yeah. Well, I went to go visit him yesterday. Uh-huh. I'm Lee Roy's like, this isn't a good time, stuff. Can you leave? Oh. That's like, and I just like, I mean, he just like pushed me out the door."
160.00,165.00,SPEAKER_00," I don't know why he was going on. They weren't having sex or anything. No, they were in the fight. Oh."
165.00,171.00,SPEAKER_00," Cause they were like both angry and like, stuff. This isn't a good time. They just like pushed me out. Uh-huh."
171.00,178.00,SPEAKER_00," I was like, okay. I haven't talked to him since then. I don't know. But there I was getting in the stupid little fight. So I don't know."
178.00,188.00,SPEAKER_00," Well, that's too bad. Yeah. So who are you living with right now? It's just me and Henry now. Uh-huh."
188.00,197.00,SPEAKER_00," Um, I, uh, we only have until the 31st year. Uh-huh. Because, um, well, Henry's been the last biggest in battle."
197.00,205.00,SPEAKER_00," Uh-huh. And Lee Roy will move in with Felipe. So, right. And Lee, I already got another apartment for when I move out."
205.00,212.00,SPEAKER_00," Oh, you did. Yeah. Where? It's on the corner of Columbia in Cole. Uh-huh. And it's one bedroom."
212.00,220.00,SPEAKER_00," And so I had to put down like a deposit and, um, you know, I'm paid the rent for it. So I could hold it. Mm-hmm."
220.00,227.00,SPEAKER_00," That's okay. Oh, good. Then I wouldn't have to, you know, all the people I'm looking for houses now. Yeah."
227.00,232.00,SPEAKER_00," You know, sure they are. Well, that's good."
232.00,243.00,SPEAKER_00," So what have you been doing other than work? Um, that really much of any hick. Um, I usually, I just come home from work and like stay home."
243.00,251.00,SPEAKER_00," I don't know. We haven't done much. Uh-huh. We went Santa Fe. Oh, yeah. Yeah. Me and Henry."
251.00,259.00,SPEAKER_00," Well, that's cool. Yeah, but otherwise, it's been kind of boring somewhere. Mm-hmm. Like, there'll be a tear at this like Henry and me."
