Start Time,End Time,Speaker,Transcript
0.00,2.00,SPEAKER_00," Okay, how are you doing?"
2.00,4.00,SPEAKER_02, I'm not going to do that.
4.00,5.00,SPEAKER_00, I'm not going to do that.
5.00,7.00,SPEAKER_00, I'm not going to do that.
7.00,8.00,SPEAKER_00, How do you do that?
8.00,9.00,SPEAKER_02, I'm not going to do that.
9.00,10.00,SPEAKER_02, I'm not going to do that.
10.00,11.00,SPEAKER_02, I'm not going to do that.
11.00,12.00,SPEAKER_02, I don't know.
12.00,16.00,SPEAKER_00, They said it was supposed to be just a computer but analyze it for voice patterns.
16.00,19.00,SPEAKER_00," This is Galla, it does all the foreign students."
19.00,29.00,SPEAKER_00, It's something I think with because they were encouraging us to try and get foreign students to use it too so they can analyze voice patterns and that kind of stuff.
29.00,30.00,SPEAKER_00, I know.
30.00,33.00,SPEAKER_00, I never have a half-hour talk free.
33.00,35.00,SPEAKER_00, Does she tell us to hang up?
35.00,36.00,SPEAKER_00," Oh, okay."
36.00,38.00,SPEAKER_02, Did Daddy call you last night?
38.00,39.00,SPEAKER_02," Okay, so yeah."
39.00,42.00,SPEAKER_02, He's going to be at your house like Monday.
42.00,44.00,SPEAKER_00," Monday is afternoon, yeah."
44.00,45.00,SPEAKER_00, The 31st.
45.00,46.00,SPEAKER_02," Okay, yes."
46.00,50.00,SPEAKER_02, He's spending three nights at your house and only two nights at my house.
50.00,52.00,SPEAKER_00, He said you would never recover.
52.00,53.00,SPEAKER_00, I don't know.
53.00,54.00,SPEAKER_02, The warped forever.
54.00,55.00,SPEAKER_00, Yes.
55.00,56.00,SPEAKER_00, Heartbreak hotel.
56.00,57.00,SPEAKER_00, I know.
57.00,62.00,SPEAKER_00, I guess a bad that I have to teach on Tuesday night but I guess that's the way it goes.
62.00,64.00,SPEAKER_02, Well that kind of makes up to the night then.
64.00,77.00,SPEAKER_00," Yeah, and like I said, if I didn't have to teach Thursday night I would just write down with them and then stay and then have to head come down Saturday but I don't feel like I can ditch out the next or the last class."
77.00,79.00,SPEAKER_02, That would be a real swell plan.
79.00,80.00,SPEAKER_00, I know.
80.00,82.00,SPEAKER_00, Maybe I might think about it.
82.00,85.00,SPEAKER_00, I don't know if I could get anybody to sub for me or not.
85.00,86.00,SPEAKER_02, I think that would be a real swell.
86.00,89.00,SPEAKER_00," You know, a few extra days for everybody to be together."
89.00,95.00,SPEAKER_02," Because I think Mitch might take off Thursday and Friday too, at least one of the days."
95.00,96.00,SPEAKER_02, Yeah.
96.00,98.00,SPEAKER_02, So that we can go do some same things.
98.00,99.00,SPEAKER_02, I don't know.
99.00,101.00,SPEAKER_02, Daddy probably wouldn't like to shop but that new outlet mall.
101.00,102.00,SPEAKER_00, Oh yeah.
102.00,106.00,SPEAKER_02, It's open and I know Mary would probably like to go over there and it's really close.
106.00,111.00,SPEAKER_02, It's like it's 15 miles but you know when you go each you can go 65 miles an hour.
111.00,112.00,SPEAKER_00, Yeah.
112.00,113.00,SPEAKER_02, Oh yeah.
113.00,115.00,SPEAKER_02, It's about 10 minutes to get there.
115.00,117.00,SPEAKER_00, Let me try and work on finding the sub.
117.00,118.00,SPEAKER_00, See if I can do it.
118.00,119.00,SPEAKER_00, You might do it for me maybe.
119.00,122.00,SPEAKER_02, And they have 45 stores and there.
122.00,124.00,SPEAKER_02," You know, I thought the prices, yeah."
124.00,126.00,SPEAKER_02, I thought it was a pretty good old mall.
126.00,127.00,SPEAKER_02, Yeah.
127.00,128.00,SPEAKER_00, Yeah.
128.00,129.00,SPEAKER_00, I know because we've got that one.
129.00,133.00,SPEAKER_00, I don't think we've been taking you over to it here but it's between here and Lincoln.
133.00,134.00,SPEAKER_00, It's maybe 20 minutes.
134.00,138.00,SPEAKER_00," Oh, it takes to get there but there's no stores I like."
138.00,139.00,SPEAKER_00," I mean, I like."
139.00,140.00,SPEAKER_00, Oh really?
140.00,141.00,SPEAKER_00, I can't even think of what they are.
141.00,146.00,SPEAKER_00, They said they ask you outlet and those are always as expensive or more expensive than the store.
146.00,150.00,SPEAKER_00, It seems to me like now and some kitchen places and some I don't know.
150.00,154.00,SPEAKER_00, Well this one has China and I don't know stuff that I'm not interested.
154.00,155.00,SPEAKER_02, Yeah.
155.00,161.00,SPEAKER_02, This one has some kitchen places in China too and but they have a spiggle outlet is there.
161.00,162.00,SPEAKER_02, Oh.
162.00,163.00,SPEAKER_02, And a lot.
163.00,167.00,SPEAKER_02, And then let me say well I've got this list of stores here.
167.00,174.00,SPEAKER_02," It was in the paper and I cut it out so the girls could because they didn't have any little um flyers, you know, listed in their stores."
174.00,178.00,SPEAKER_02, But let me see if they have a Merrick Trister.
178.00,180.00,SPEAKER_02, Now their bath store doesn't have shoes.
180.00,183.00,SPEAKER_02, It's called a bath company store and it's all closed.
183.00,184.00,SPEAKER_00, Interesting.
184.00,185.00,SPEAKER_00, Yeah.
185.00,186.00,SPEAKER_02, The main clothes.
186.00,187.00,SPEAKER_02, Yeah.
187.00,189.00,SPEAKER_02," And then it has Bugle Boy, casual corner outlet and then casual corner woman outlet."
189.00,190.00,SPEAKER_02, We didn't get around to all of it.
190.00,191.00,SPEAKER_00, Yeah.
191.00,192.00,SPEAKER_00, That's how many for Mary.
192.00,193.00,SPEAKER_00, Yeah.
193.00,196.00,SPEAKER_02," And then it has Claire's, you know, the, all the earrings."
196.00,197.00,SPEAKER_00, Yeah.
197.00,198.00,SPEAKER_00, Yeah.
198.00,199.00,SPEAKER_02, That'd be cool.
199.00,200.00,SPEAKER_02, And then a cornering reviewer county seat.
200.00,201.00,SPEAKER_02, That's a clothes.
201.00,202.00,SPEAKER_02, Yeah.
202.00,203.00,SPEAKER_02, Eddie Bauer.
203.00,205.00,SPEAKER_02, Of course I've never got to the girl in place.
205.00,207.00,SPEAKER_02," And then that at May, on May or May."
207.00,208.00,SPEAKER_02, Yeah.
208.00,209.00,SPEAKER_02, They have that.
209.00,210.00,SPEAKER_02, And she plays.
210.00,215.00,SPEAKER_02," Let's see here for her house where a floor from shoes, Jeffrey Bean, Harry and David."
215.00,216.00,SPEAKER_02, I don't know what that is.
216.00,219.00,SPEAKER_02," Jackie, Jones of New York, and the two."
219.00,221.00,SPEAKER_02, And then they've got a couple of other places.
221.00,222.00,SPEAKER_00, They've never get into your bow places.
222.00,223.00,SPEAKER_00, But they never do.
223.00,224.00,SPEAKER_02, Never get what?
224.00,225.00,SPEAKER_00, You're going to get into your bow.
225.00,227.00,SPEAKER_00," Um, Brandon Jean to the likes."
227.00,229.00,SPEAKER_02," Um, now there's, that's not on him."
229.00,237.00,SPEAKER_00," I had never, and it's one of the things that whenever a store has a sale of 20% off anything or something, it's always excluded, you know."
237.00,238.00,SPEAKER_00, Jesus.
238.00,239.00,SPEAKER_02, Yeah.
239.00,240.00,SPEAKER_02, I like that.
240.00,241.00,SPEAKER_02, The pros have never bought that.
241.00,242.00,SPEAKER_00, That's the only thing I can't be anything.
242.00,243.00,SPEAKER_00, I don't know.
243.00,244.00,SPEAKER_01, I don't wear them.
244.00,245.00,SPEAKER_02, I don't think.
245.00,246.00,SPEAKER_02, Okay.
246.00,247.00,SPEAKER_02, Cause I've never heard of talk about that.
247.00,249.00,SPEAKER_02, And I've got legs and leavies.
249.00,250.00,SPEAKER_02, Music for a song.
250.00,251.00,SPEAKER_02, Nordic track.
251.00,252.00,SPEAKER_02, Oshkosh.
252.00,256.00,SPEAKER_02, The two tips to get us on mother by like that when she's here now.
256.00,257.00,SPEAKER_02, I'm sure.
257.00,258.00,SPEAKER_02, And a rebox.
258.00,259.00,SPEAKER_02, Lucky mountain chocolate factory.
259.00,260.00,SPEAKER_02, I don't know.
260.00,261.00,SPEAKER_02, Daddy said that.
261.00,262.00,SPEAKER_00, I'm not so bad.
262.00,265.00,SPEAKER_00," I saw a wing of the zoo and he said, no, no, we don't want to go anywhere."
265.00,266.00,SPEAKER_00, We just want to sit around and talk.
266.00,267.00,SPEAKER_00, Oh.
267.00,268.00,SPEAKER_02, And I have to see her zoo.
268.00,269.00,SPEAKER_00, It's really cool.
269.00,272.00,SPEAKER_00, It's got the jungle and the penguins and the shark.
272.00,273.00,SPEAKER_00," Oh, yeah."
273.00,274.00,SPEAKER_00," And then I said, okay."
274.00,275.00,SPEAKER_00, Yeah.
275.00,276.00,SPEAKER_00," You know, I just sit around and talk."
276.00,277.00,SPEAKER_00, I just want to go with some money.
277.00,279.00,SPEAKER_02," Well, I mean, I want to do some of that."
279.00,282.00,SPEAKER_00," But you know, I've not decided that, you know, I want to wear them."
282.00,284.00,SPEAKER_00," I mean, you know, I still have to go to Mr. C's."
284.00,287.00,SPEAKER_00," The plastic grapes and the whites and they said, yeah, we have to go there."
287.00,291.00,SPEAKER_02," Well, even at the beach, you know, who's the one who always wants to go to ask a lot?"
291.00,292.00,SPEAKER_02," Yeah, whole lot."
292.00,293.00,SPEAKER_00, All right.
293.00,294.00,SPEAKER_00," Yeah, exactly."
294.00,297.00,SPEAKER_00, I think he feels like he needs dinner to clean that out there.
297.00,298.00,SPEAKER_02, But then he's a goer.
298.00,299.00,SPEAKER_02, And the door he gets tired.
299.00,300.00,SPEAKER_00, He gets tired.
300.00,301.00,SPEAKER_02, But he likes to go to.
301.00,303.00,SPEAKER_02, I figure he loves that Nelson art gallery.
303.00,304.00,SPEAKER_02, Yeah.
304.00,306.00,SPEAKER_02," So I figure we'll go to, and I haven't been there for quite a while."
306.00,307.00,SPEAKER_02," And they all, they change it a lot."
307.00,308.00,SPEAKER_02," Yeah, you know, it's exhibit."
308.00,309.00,SPEAKER_00, Right.
309.00,314.00,SPEAKER_02, So I thought we'd go down there and have lunch in that atrium type deal they have there.
314.00,318.00,SPEAKER_00," And the thing is, he doesn't want to go blank for a whole day necessarily."
318.00,322.00,SPEAKER_00," But if he goes someplace part of the day, I think that breaks it."
322.00,323.00,SPEAKER_00, Right.
323.00,325.00,SPEAKER_02," Kind of, you know, and that's kind of what I figured we'd do."
325.00,327.00,SPEAKER_00, And I have better from money yesterday.
327.00,330.00,SPEAKER_00," Oh, what is your own kind of interesting stuff?"
330.00,331.00,SPEAKER_00," Oh, really?"
331.00,332.00,SPEAKER_00, Just a little bit.
332.00,333.00,SPEAKER_00, Yeah.
333.00,336.00,SPEAKER_00, She told you that or not about how they had an opera in their house and stuff.
336.00,341.00,SPEAKER_02," Yeah, she did tell me they had an opera, because that called her to talk to her about the opera playing together."
341.00,342.00,SPEAKER_02, Yeah.
342.00,345.00,SPEAKER_02," And I said, well, what are they asking for the house?"
345.00,346.00,SPEAKER_02, And she didn't know.
346.00,348.00,SPEAKER_02," She just knew the opera was $30,000 below."
348.00,350.00,SPEAKER_00, But Todd told me they were asking $260.
350.00,351.00,SPEAKER_00," Oh, really?"
351.00,352.00,SPEAKER_00, Yeah.
352.00,354.00,SPEAKER_00," And he's, or $259."
354.00,355.00,SPEAKER_00, I can't remember what he said.
355.00,358.00,SPEAKER_00, We said they had it like at $260.
358.00,363.00,SPEAKER_00, And the agent said they should put it like $259 or something.
363.00,364.00,SPEAKER_00, Yeah.
364.00,369.00,SPEAKER_00," Because some people, they should probably put it like $250."
369.00,373.00,SPEAKER_00, It would be a normal cut-off place for a lot more people.
373.00,374.00,SPEAKER_00," Oh, yeah."
374.00,378.00,SPEAKER_02," And well, but the thing about that, some people look a little hard and then offer $250."
378.00,379.00,SPEAKER_02, Right.
379.00,380.00,SPEAKER_02, You know?
380.00,382.00,SPEAKER_02, It's so noisy.
382.00,384.00,SPEAKER_02, I hate it when the girls do that when I'm on the phone.
384.00,385.00,SPEAKER_02, What is it?
385.00,386.00,SPEAKER_02, The ice maker.
386.00,387.00,SPEAKER_02," Oh, for sure."
387.00,391.00,SPEAKER_02," I mean, it just sounds like an air-coise you can't hear a thing when that's on."
391.00,393.00,SPEAKER_02, What did they pay for the house?
393.00,395.00,SPEAKER_00, What did they pay to?
395.00,396.00,SPEAKER_00, What?
396.00,397.00,SPEAKER_00, $225 or something?
397.00,398.00,SPEAKER_00, And then they put in the pool.
398.00,399.00,SPEAKER_00, Yeah.
399.00,403.00,SPEAKER_00, And she said she said it was $20 below their bottom line.
403.00,405.00,SPEAKER_00, So apparently they're willing to go downtown.
405.00,406.00,SPEAKER_02, Mm-hmm.
406.00,409.00,SPEAKER_00," But to me, just sound a freaking thing."
409.00,411.00,SPEAKER_00," I mean, if they had an offer, they should jump on it."
