Start Time,End Time,Speaker,Transcript
0.00,4.00,SPEAKER_01," And, Lake?"
4.00,5.00,SPEAKER_01, Yes.
5.00,6.00,SPEAKER_01, Okay.
6.00,10.00,SPEAKER_01," No, they sent us things to my office at Yes, and, you know, it flew."
10.00,12.00,SPEAKER_01, And you get paid $10.
12.00,14.00,SPEAKER_01, I get a free half-an-hour phone call at maximum.
14.00,15.00,SPEAKER_01," You know, you can do less."
15.00,17.00,SPEAKER_01, And I get paid $10 for it.
17.00,19.00,SPEAKER_01," So, wow, that's a great deal."
19.00,20.00,SPEAKER_01, I know.
20.00,25.00,SPEAKER_01," But I got you St. Louis, the center of the earth, the center of the United States of America."
25.00,28.00,SPEAKER_01, You guys should do weird things up there.
28.00,29.00,SPEAKER_01," Well, it's not from there."
29.00,30.00,SPEAKER_01, It's in the University of Pennsylvania.
30.00,32.00,SPEAKER_01, I don't know how they got our address.
32.00,35.00,SPEAKER_01," But anyway, they're not going to use any kind of personal information or anything like that."
35.00,36.00,SPEAKER_01," Oh, that's interesting."
36.00,37.00,SPEAKER_01," Plus, they don't know it."
37.00,39.00,SPEAKER_01, You know how like you're being recorded.
39.00,40.00,SPEAKER_01, I know.
40.00,41.00,SPEAKER_01, I know.
41.00,42.00,SPEAKER_01," So, how are you?"
42.00,44.00,SPEAKER_01," Well, why would your phone disconnect?"
44.00,46.00,SPEAKER_01," Well, because I didn't have any money to pay my phone bill."
46.00,52.00,SPEAKER_01, I'm besides the fact that I didn't open up my mail to see that I had received a disconnect notice.
52.00,53.00,SPEAKER_01, Oh.
53.00,54.00,SPEAKER_01," I just like, oh, it's another phone bill."
54.00,57.00,SPEAKER_01," You know, because on my business line, I've gone like two months."
57.00,58.00,SPEAKER_01, Without pain.
58.00,61.00,SPEAKER_01, And they don't disconnect my phone.
61.00,65.00,SPEAKER_01," But I guess because it's residential, it's a different story."
65.00,66.00,SPEAKER_01, Oh.
66.00,69.00,SPEAKER_01," So, my phone got disconnected on Monday."
69.00,74.00,SPEAKER_01," And when I got home, it was already too late to go to the phone place."
74.00,75.00,SPEAKER_01, It was like six.
75.00,79.00,SPEAKER_01, It was about a quarter to six when I had noticed that I got disconnected.
79.00,85.00,SPEAKER_01," So, I jumped in my car and ran back downtown and the business hours had already been closed."
85.00,88.00,SPEAKER_01," So, I paid the next day and they turned it all right away."
88.00,90.00,SPEAKER_01, But it was kind of embarrassing.
90.00,92.00,SPEAKER_01, I was depressed all that night.
92.00,93.00,SPEAKER_01," Oh, I can imagine."
93.00,96.00,SPEAKER_01, But it was kind of nice that the phone didn't ring.
96.00,97.00,SPEAKER_01, Yeah.
97.00,98.00,SPEAKER_01, You know.
98.00,100.00,SPEAKER_01, I thought maybe you decided to move back to your parents home.
100.00,101.00,SPEAKER_01," Hey, no."
101.00,102.00,SPEAKER_01, I'll never do that.
102.00,103.00,SPEAKER_01, I'll never move back home.
103.00,104.00,SPEAKER_01," Oh, yeah."
104.00,106.00,SPEAKER_01," Rachel, it is so nice without them."
106.00,107.00,SPEAKER_01," Man, I love my parents."
107.00,108.00,SPEAKER_01, I love my parents.
108.00,112.00,SPEAKER_01," I love my parents and everything, but it is so nice to have my own place."
112.00,113.00,SPEAKER_01, Yeah.
113.00,114.00,SPEAKER_01," Oh, God."
114.00,116.00,SPEAKER_01, I feel crazy and make sure I'm feeling free to feel free to calculate your own way.
116.00,118.00,SPEAKER_01, And they feel the same about having you out.
