Start Time,End Time,Speaker,Transcript
0.00,14.00,SPEAKER_02, I'm calling you.
14.00,27.00,SPEAKER_02," You missed the lower recording after I pressed one, but I got this free telephone call, but our telephone conversation is being recorded for like linguistics or something."
27.00,29.00,SPEAKER_02, You're setting linguistics.
29.00,37.00,SPEAKER_01," Yeah, the Southern are in Africa. That's an interesting linguistics that I'll throw them off."
37.00,43.00,SPEAKER_01," Well, I'm so glad you thought of calling us with your 3rd, 30-minute phone call that course."
43.00,46.00,SPEAKER_01," Well, what's new? Tell me everything."
46.00,48.00,SPEAKER_01, What's new with you?
48.00,51.00,SPEAKER_01, I don't want to just beg and lie.
51.00,55.00,SPEAKER_01," Real seven months pregnant, so you're doing September, right?"
55.00,59.00,SPEAKER_01," Yes, September six, so it's not really that far off."
59.00,64.00,SPEAKER_01," As a matter of fact, I was just laying down and reading my book on breastfeeding."
64.00,69.00,SPEAKER_02, Excellent. You guys know if it's a boy or a girl yet?
69.00,72.00,SPEAKER_01," No, we're going to let it be a surprise."
72.00,75.00,SPEAKER_02, Cool. Did you get a voice name yet?
75.00,76.00,SPEAKER_02, It's not Bruno.
76.00,78.00,SPEAKER_02," No, we're here."
78.00,80.00,SPEAKER_01," No, we're still having trouble with that."
80.00,84.00,SPEAKER_01," As a matter of fact, Mark decided this weekend, we're supposed to decide what it's going to be."
84.00,90.00,SPEAKER_01, So I guess I need to start actually looking at my baby name book.
90.00,93.00,SPEAKER_01, But we like the name Renata for a girl.
93.00,95.00,SPEAKER_01, That's pretty.
95.00,99.00,SPEAKER_01," Yeah, it's kind of a German name, Renata."
99.00,105.00,SPEAKER_01," But we haven't really picked a middle name, so that's still a problem too."
105.00,110.00,SPEAKER_01," But everybody's like, my mother."
110.00,113.00,SPEAKER_01, Elizabeth! What a job!
113.00,115.00,SPEAKER_01, What a good name.
115.00,118.00,SPEAKER_01," So it's interesting, the suggestions everybody has."
118.00,120.00,SPEAKER_01, We really don't want a junior.
120.00,123.00,SPEAKER_01, We don't want to mark junior or anything like that.
123.00,126.00,SPEAKER_01, It's been hard.
126.00,130.00,SPEAKER_01, But did I write you after we went down to Cape Town?
130.00,131.00,SPEAKER_01, No.
131.00,135.00,SPEAKER_01," I want to tell you about it, because you've been talking off on about coming."
135.00,137.00,SPEAKER_01, But we went down to Cape Town in June.
137.00,139.00,SPEAKER_01, It was really great.
139.00,142.00,SPEAKER_01, It was our first trip to really see another part of Africa.
142.00,144.00,SPEAKER_01, It was outstanding.
144.00,145.00,SPEAKER_01, Really?
145.00,147.00,SPEAKER_01, It was so beautiful.
147.00,156.00,SPEAKER_01," We drove all the way down to the point, the very tip of Africa, and saw where the Indian and the Atlantic oceans meet."
156.00,158.00,SPEAKER_01, It was so beautiful.
158.00,161.00,SPEAKER_02, Where the oceans meet is.
161.00,162.00,SPEAKER_02, Where the oceans meet is.
162.00,164.00,SPEAKER_02, There are big water that comes up.
164.00,165.00,SPEAKER_02, It's too tight to meet.
165.00,166.00,SPEAKER_01, No!
166.00,167.00,SPEAKER_01," Actually, no."
167.00,171.00,SPEAKER_01," It's a little bit rougher, but you probably wouldn't know otherwise."
171.00,174.00,SPEAKER_01, It's not like big or anything.
174.00,179.00,SPEAKER_01," But the water is choppier, like you expect the Atlantic to be."
179.00,186.00,SPEAKER_01, But the whole scape is pretty because it's like the big mountains just cutting right down into the water.
186.00,187.00,SPEAKER_01, It's very pretty.
187.00,191.00,SPEAKER_01," We even saw the baboons, or just natural down there."
191.00,192.00,SPEAKER_01, We're driving along us.
192.00,195.00,SPEAKER_01, And these baboons came running along the side of the road.
195.00,197.00,SPEAKER_01," It was a little baboon, babies."
197.00,199.00,SPEAKER_01, It was really neat.
199.00,202.00,SPEAKER_01, And we went up into the wine country.
202.00,204.00,SPEAKER_01, That was also very nice.
204.00,206.00,SPEAKER_01, They have a good wine there.
206.00,208.00,SPEAKER_00," Well, I don't know."
208.00,211.00,SPEAKER_01," Unfortunately, I was able to sample."
211.00,213.00,SPEAKER_01," But Mark, we got about three cases."
213.00,217.00,SPEAKER_01," Because every one, we went to, we're like, Yeah, let's get some of that."
217.00,219.00,SPEAKER_01, Let's get some of that.
219.00,222.00,SPEAKER_01, So we've got quite the wine load.
