Start Time,End Time,Speaker,Transcript
0.00,2.00,SPEAKER_01, I'm not gonna hang up.
2.00,4.00,SPEAKER_01, Is that what I'm talking to you?
4.00,7.00,SPEAKER_02," Wow, so what's going on? How is your wedding?"
7.00,9.00,SPEAKER_01," Well, this is just such a great idea with this phone today."
9.00,10.00,SPEAKER_01, I'm so happy.
10.00,14.00,SPEAKER_01," So, the wedding was fantastic."
14.00,15.00,SPEAKER_02," Yeah, I figured it would be."
15.00,17.00,SPEAKER_01, It was really great fun.
17.00,20.00,SPEAKER_02," Well, start off at the beginning, how was the dress, how did it come out?"
20.00,21.00,SPEAKER_01, The dress came out great.
21.00,26.00,SPEAKER_01," It was really flowy like I wanted it to be really comfortable, but it looked really fancy."
26.00,29.00,SPEAKER_02," It was a nice material, right?"
29.00,31.00,SPEAKER_02, Like you bought real silk and stuff.
31.00,35.00,SPEAKER_01," It was a sand that was real, it was a charmoo's sand."
35.00,43.00,SPEAKER_01, It was really flowy and it had really nice lace on the front and a slit up the side.
43.00,45.00,SPEAKER_01, It was just really comfortable.
45.00,47.00,SPEAKER_01," There was no train, it wasn't dragging on the ground."
47.00,51.00,SPEAKER_01, And I have paid less shoes when I'm bought.
51.00,53.00,SPEAKER_03, It was pretty funny.
53.00,57.00,SPEAKER_01," Yeah, the whole thing came out much cheaper than it would have been to buy one in all day."
57.00,59.00,SPEAKER_02," I don't know, well yeah, of course."
59.00,62.00,SPEAKER_02," Yeah, and this way you got it exactly what you want to see."
62.00,63.00,SPEAKER_01," Yep, that looks great."
63.00,70.00,SPEAKER_01," And we had a formal, pretty formal ceremony even though it was, you know, liberal, but"
70.00,71.00,SPEAKER_02, I had it at the church.
71.00,76.00,SPEAKER_01," Pretty short, yeah. With my cousin and my apron."
76.00,79.00,SPEAKER_01, Apron from our floor.
79.00,82.00,SPEAKER_01, And then Kevin was the best man.
82.00,85.00,SPEAKER_02, And did you know the reverend in everything?
85.00,90.00,SPEAKER_02," Yeah, he's my back to him before about the ceremony and got what you wanted and all that kind of stuff."
90.00,92.00,SPEAKER_01," Yeah, we had like a meeting."
92.00,95.00,SPEAKER_01, He had a meeting with him.
95.00,98.00,SPEAKER_01, And the ceremony was like multiple choice.
98.00,103.00,SPEAKER_01," I gave you this thing where he had the different parts of it, like the welcome and the the pandemic."
103.00,108.00,SPEAKER_01," And this and that you pick like a, you know, part A for this and part C for that or we don't like any of these."
108.00,110.00,SPEAKER_01, We're going to put in our own.
110.00,112.00,SPEAKER_01, So it worked out really well.
112.00,113.00,SPEAKER_01, The ceremony was great.
113.00,116.00,SPEAKER_01, And then we went out in the garden and the back of the church.
116.00,120.00,SPEAKER_02," Right with Jim, not being part of a universe."
120.00,121.00,SPEAKER_02, I can't remember.
121.00,122.00,SPEAKER_02, Unitarian.
122.00,123.00,SPEAKER_01," No, it doesn't matter."
123.00,124.00,SPEAKER_02," Oh, okay."
124.00,125.00,SPEAKER_02, That's good.
125.00,127.00,SPEAKER_01, Unitarian will marry anybody.
127.00,131.00,SPEAKER_01, A lot of people who come from two different religions go there.
131.00,132.00,SPEAKER_02," Oh, yeah."
132.00,133.00,SPEAKER_02," Yeah, okay."
133.00,134.00,SPEAKER_02, Yeah.
134.00,137.00,SPEAKER_01, So that was wonderful.
137.00,141.00,SPEAKER_02, And then what was the reception like?
141.00,155.00,SPEAKER_01," Well, we went out into the garden and sort of had an informal receiving line and then everybody went up to North Park and changed clothes and we played softball and volleyball and four square and dancing and music and great food."
155.00,157.00,SPEAKER_02," Oh, that sounds like a lot of fun."
157.00,158.00,SPEAKER_01, It was.
158.00,160.00,SPEAKER_02, It sounds like it was great.
160.00,163.00,SPEAKER_01," And everybody, a lot of people told us it was the best wedding they'd ever been to."
163.00,166.00,SPEAKER_01, And I guess the highest compliment.
166.00,168.00,SPEAKER_02, Wow.
168.00,171.00,SPEAKER_02," So, did you guys go on a honeymoon?"
171.00,175.00,SPEAKER_01, Went on honeymoon to this island off the coast of Puerto Rico.
175.00,176.00,SPEAKER_02," Oh, come on."
176.00,179.00,SPEAKER_01, The hardest part was getting there.
179.00,181.00,SPEAKER_01," I mean, you had to take three planes to get there."
181.00,188.00,SPEAKER_01, But we got this book from my mom about the Caribbean and I'd always wanted to go to the Caribbean.
188.00,189.00,SPEAKER_01," Oh, we only went for five days."
189.00,191.00,SPEAKER_01, It was pretty short.
191.00,194.00,SPEAKER_01, But the place was totally laid back.
194.00,204.00,SPEAKER_01," It was this old plantation house that had his 24 rooms and they said in the book, like, you won't be able to tell the guests from the staff."
204.00,207.00,SPEAKER_01," And it was really, really cool."
207.00,209.00,SPEAKER_01," And they have, you know, Ms. Matt Sheets and stuff."
209.00,211.00,SPEAKER_01," It wasn't fancy at all, but it was really cheap."
211.00,214.00,SPEAKER_01, And they just had the bar open all the time.
214.00,217.00,SPEAKER_01, You could go and get whatever you wanted and just ride it on your guest ticket.
217.00,221.00,SPEAKER_01, They picked fresh mangoes from the yard for breakfast and stuff.
221.00,222.00,SPEAKER_01, It was great.
222.00,223.00,SPEAKER_02, Wow.
223.00,224.00,SPEAKER_02, Sounds ideal.
224.00,225.00,SPEAKER_01, It was really tiny.
225.00,228.00,SPEAKER_01, So the island is only 10 miles long.
228.00,234.00,SPEAKER_01," But it was good because it, you know, I reduced the English and yet it's still pretty exotic."
234.00,236.00,SPEAKER_01, It went snorkeling.
236.00,238.00,SPEAKER_01, I thought it's time to create.
238.00,239.00,SPEAKER_02, That's one thing.
239.00,240.00,SPEAKER_02, I really regret it.
240.00,241.00,SPEAKER_02, Isn't Norman I didn't have a honeymoon.
241.00,244.00,SPEAKER_01," Yeah, well, you should go on one anyway."
244.00,249.00,SPEAKER_02," We were planning on going on one of these days, but I don't know now what's going to happen."
249.00,255.00,SPEAKER_02," Well, you just have to say, I know I think it would be really funny if we go right now and tell people we're going on our honeymoon."
255.00,257.00,SPEAKER_01, How big are you?
257.00,260.00,SPEAKER_02," Well, actually I've only gained four pounds."
260.00,261.00,SPEAKER_01, Uh-huh.
261.00,265.00,SPEAKER_02," Which is not a lot for, you know, for how far I am."
265.00,267.00,SPEAKER_02, But I'm definitely pregnant.
267.00,273.00,SPEAKER_02," I'm going to have all the, you know, I need to give myself the extra support when I get up."
