Start Time,End Time,Speaker,Transcript
0.00,4.00,SPEAKER_00," Okay, so how are you?"
4.00,6.00,SPEAKER_01," Oh, I'm pretty good."
6.00,10.00,SPEAKER_01, The last three days in the row is going to the British library.
10.00,12.00,SPEAKER_00, So you're getting a lot of work done there?
12.00,13.00,SPEAKER_01," Yeah, yeah."
13.00,14.00,SPEAKER_00, Very good.
14.00,18.00,SPEAKER_00," You know, you can never sense me the letter to Emily Braw."
18.00,20.00,SPEAKER_01, I just sent it straight from here.
20.00,21.00,SPEAKER_00," Oh, you did."
21.00,23.00,SPEAKER_01," Yeah, actually, if you could send that catalog to her."
23.00,24.00,SPEAKER_01, Do I know her address?
24.00,26.00,SPEAKER_01," No, I can give it to you."
26.00,27.00,SPEAKER_00, Okay.
27.00,28.00,SPEAKER_00, Okay.
28.00,32.00,SPEAKER_00," And so, you know, you'll do that before I watch time is over."
32.00,34.00,SPEAKER_01," Yeah, actually, I can do it right now if you have it."
34.00,36.00,SPEAKER_00," Okay, Emily, and it's BRA UN."
36.00,37.00,SPEAKER_01, BRA UN.
37.00,38.00,SPEAKER_00, 25.
38.00,42.00,SPEAKER_01, East 86th Street.
42.00,46.00,SPEAKER_01, So she's just off his time with it.
46.00,47.00,SPEAKER_01, Yeah.
47.00,48.00,SPEAKER_01, Number 13.
48.00,49.00,SPEAKER_01, Uh-uh.
49.00,51.00,SPEAKER_00," New York, New York."
51.00,52.00,SPEAKER_00, Okay.
52.00,53.00,SPEAKER_00, Give us it.
53.00,54.00,SPEAKER_01, 1-0-0-2-8.
54.00,55.00,SPEAKER_01, Okay.
55.00,56.00,SPEAKER_00, Okay.
56.00,57.00,SPEAKER_00, Okay.
57.00,59.00,SPEAKER_00, That's fine.
59.00,64.00,SPEAKER_00, We mailed out all of the wedding invitations today with just a few hangers on.
64.00,65.00,SPEAKER_01, Okay.
65.00,66.00,SPEAKER_00, And so...
66.00,69.00,SPEAKER_01, Which of your friends did you invite?
69.00,72.00,SPEAKER_00," Uh, we were going to go over the list with you."
72.00,73.00,SPEAKER_00," Oh, okay."
73.00,74.00,SPEAKER_00, And so we could just read it.
74.00,75.00,SPEAKER_00, I could read it to you now.
75.00,76.00,SPEAKER_01, Okay.
76.00,77.00,SPEAKER_00, Gail and Homer.
77.00,78.00,SPEAKER_00, Uh-huh.
78.00,79.00,SPEAKER_00, Pat and Andrew.
79.00,80.00,SPEAKER_01, Uh-huh.
80.00,84.00,SPEAKER_00," Danny and Anne can have an Anne's Catherine, Giraud and Margie."
84.00,111.00,SPEAKER_00," Sharon and Jim, John Raulston, Marty and Annabelle Cohen, Louise and Elliot and their children, Bill and Melinda and their children, your grandparents, Margie and Joe McGovern, Roberto and Bill, Simon and Julia, Tracy, Pho and Anne guest, Kate Woriske, Jason Rosette, Jim Bozini and guest, Ellie DeQuilly and..."
111.00,112.00,SPEAKER_01, Did you write Anne guest?
112.00,115.00,SPEAKER_00," Oh, I'm just telling you that they're coming with somebody."
115.00,118.00,SPEAKER_00," Whatever you name you gave us, I would conclude it."
118.00,120.00,SPEAKER_00, Spencer and guest.
120.00,121.00,SPEAKER_02, Uh-huh.
121.00,123.00,SPEAKER_00, Joseph Seratory.
123.00,124.00,SPEAKER_00, Uh-huh.
124.00,130.00,SPEAKER_00," Steven Catherine, Laura Siegel and guest, Daniel Richard, Charlie Groves, Jolie Moa."
130.00,132.00,SPEAKER_01, Was who's Daniel Richard?
132.00,133.00,SPEAKER_00, I don't know.
133.00,135.00,SPEAKER_00, He lives in Canada.
135.00,136.00,SPEAKER_01," Oh, okay."
136.00,139.00,SPEAKER_01," Yeah, that's, um, John Raulston's bow."
139.00,140.00,SPEAKER_00, Okay.
140.00,147.00,SPEAKER_00," Dennis and Kay, Sylvia Lorraine, Harry Weinberg and guest."
147.00,148.00,SPEAKER_02," Oh, good."
148.00,150.00,SPEAKER_00, Sam Boz and his wife.
150.00,151.00,SPEAKER_02," Oh, nice."
151.00,152.00,SPEAKER_00, Amelia and Mary.
152.00,153.00,SPEAKER_00, Uh-huh.
