Start Time,End Time,Speaker,Transcript
0.00,2.00,SPEAKER_01, So there.
2.00,6.00,SPEAKER_01, And what exactly they're looking for as far as information goes.
6.00,15.00,SPEAKER_01," All I know is that it's got something to do with like, for me, I, you have to, since I speak English, you have to speak to somebody else to speak English."
15.00,21.00,SPEAKER_01," If you speak, you know, there's certain languages that are needed for the study."
21.00,25.00,SPEAKER_01," Like, I think you're a friend, and I don't remember all the other ones."
25.00,30.00,SPEAKER_01," If you speak that language, then you have to speak to someone, speak to saying language is you."
30.00,33.00,SPEAKER_01, To see if any of your diction of different stuff.
33.00,35.00,SPEAKER_01," I don't know how you, I'm not really sure."
35.00,37.00,SPEAKER_02, I'm not really sure exactly.
37.00,40.00,SPEAKER_02, Who's gonna be part of a discovery?
40.00,43.00,SPEAKER_02," Oh, gosh."
43.00,45.00,SPEAKER_02, So how are you men? Pretty good.
45.00,47.00,SPEAKER_02, How about you?
47.00,48.00,SPEAKER_02," Busy, busy, busy."
48.00,50.00,SPEAKER_02, Yeah. I took them to summer courses.
50.00,51.00,SPEAKER_02, I started in May.
51.00,54.00,SPEAKER_02," I took an English split for five weeks, and I took them."
54.00,56.00,SPEAKER_02," So I can show, here, I'm finishing up next week."
56.00,57.00,SPEAKER_02, I can't wait.
57.00,60.00,SPEAKER_02," So that psychology, introduction, psychology, yeah."
60.00,62.00,SPEAKER_02, Sociology is a lot of work.
62.00,64.00,SPEAKER_02," Yeah, what kind of sociology?"
64.00,66.00,SPEAKER_02, It's just general sociology.
66.00,67.00,SPEAKER_02, Okay.
67.00,70.00,SPEAKER_02," I have to record, write up, general write-ups and stuff."
70.00,72.00,SPEAKER_02, I grab articles on the paper.
72.00,73.00,SPEAKER_02, Bus specific topics.
73.00,76.00,SPEAKER_02, I have to write a paper handed in by the end of next week.
76.00,77.00,SPEAKER_00, Okay.
77.00,79.00,SPEAKER_02, There's a lot of digging information.
79.00,80.00,SPEAKER_02, I have to do with it.
80.00,82.00,SPEAKER_02," A lot of work to recycle, I just have to say the chapters."
82.00,83.00,SPEAKER_02, Yeah.
83.00,85.00,SPEAKER_02," My tests, and I've got an A's on my test."
85.00,86.00,SPEAKER_02, Good.
86.00,87.00,SPEAKER_02, So I've got an A's for that.
87.00,89.00,SPEAKER_01, I know I hate research.
89.00,90.00,SPEAKER_01, It's hard.
90.00,91.00,SPEAKER_01, It's very hard.
91.00,93.00,SPEAKER_01, And it takes so much time.
