Start Time,End Time,Speaker,Transcript
0.00,8.72,SPEAKER_03," Doroda? Yeah. It's free. I like that. Isn't that cool? Yeah, that is cool. What are you doing?"
8.72,30.22,SPEAKER_01," Is there taking our voices and they're matching it to like computer sounds, computer numbers and digits so that they can use that for computer voices? Like a international calling. Oh, that's really cool. Yeah. How are you? I'm doing all right. Actually, I'm doing okay with them. I'm still, I still have my physical problems so it's really... What is that?"
30.22,94.24,SPEAKER_01," I don't know. I finally just, I had to leave my family doctor who I've been with for eight years because she just, I never had a, I've never had a problem before in my life and so I think having a physical challenge that she, she's just not good for that. She likes a quick fix and gives you some medicine and get you out of here. And I've been to three doctors since I've been back in the States and I'm going... What? Oh my God. Yeah, I'm still not better and I'm going to, I'm carrying a chronic infection every time I go in, there's no infection and I've been tested for AIDS, I've been tested for everything and it's nothing. They keep so far with these general practitioners and a couple kind of colleges. Anyway, so I'm going to see a bug guy this week for infectious diseases and hopefully they're gonna, they're really good. And I've changed my family doctor to somebody that Thomas Momma is a nurse and so she went through a whole list of doctors with me and we made a decision on who we were gonna work with and she found somebody she thinks is a perfectionist and, and so we'll see"
94.24,103.24,SPEAKER_03," what happens. Oh, good. Well, I hope you get it taken care of. Oh man. I got to let her and I was surprised to find out that you're still dealing with it. Oh man. And they check"
103.24,123.92,SPEAKER_01," me for diabetes. But I don't think the thing is is that they've been asturl as they need to be regarding things that I, they still want to keep saying it's a yeast infection or that it's bacteria and I've changed my diet. I've done all kinds of crazy stuff and, and I don't believe it's yeast. I think there's some sort of hidden other types of, of, of, of, my organism that they're not finding that I'm, I wouldn't have convinced about"
123.92,139.64,SPEAKER_03," it just pointed to me. Oh, well, I kind of would be too. Yeah. So long. So, how are you? Good. I just got back from the U.S. Yeah, I knew you, I thought so because it was just wedding everything. Yeah. How was it? It was really fun. It was a huge Polish ordeal."
139.64,145.12,SPEAKER_03," Uh huh. It was fun though. It was a good, good thing. A lot of fun. A lot of dancing."
145.12,157.32,SPEAKER_01," Uh huh. Big, big, huge wedding in like 270 guests. Oh my gosh. Yeah, it was huge. I was going to call you sooner but then I thought I thought she's just the time that her sister"
157.32,169.32,SPEAKER_03," was getting married. Yeah. It was right. Yeah. It was kind of a difficult thing. You know, you know, how it is. Uh huh. I guess I do. Did your sister visit? Did she come to"
169.32,180.92,SPEAKER_01," him? Yes, he did. And she hung out with Yola, the student. And I haven't heard from her yet. My sister has been back, I think, a couple days but I haven't heard from her."
